gender,cibil_score,job_stability_months,education_level,income_regularity_score,app_session_duration_sec,form_paste_count,form_typing_speed_wpm,linkedin_tenure_months,public_footprint_score,utility_bill_on_time_ratio,avg_monthly_savings_ratio,default_target
1,617,62,1,0.6503198610854319,479,1,46.928383820540795,30,0.3475975936509127,0.9432502400496084,0.11707933204296939,0
1,381,106,1,0.9602747812111241,831,1,40.68942540453304,75,0.4610727540332049,0.8496747988914076,0.11356177771945375,0
1,773,64,1,0.2579378502885479,380,2,69.91282367406194,73,0.9459291910461697,0.490955722753178,0.3727228896650419,0
1,767,102,1,0.43620850406877915,628,0,38.44040660718312,39,0.3254000315982195,0.742464789968452,0.058493919709297626,0
0,724,45,1,0.3548346985916581,740,1,46.48497086437195,26,0.579279672360037,0.45324634042286027,0.46163174833832826,0
0,503,106,2,0.6430722337829891,899,1,47.538723926139944,51,0.1198718056498641,0.5467923822656839,0.47186926052025524,0
0,686,82,0,0.5062342648639275,190,0,27.596744144508143,6,0.6577613527175259,0.9459162080323843,0.4354961615846232,0
0,397,58,0,0.32581882726111455,169,2,42.10624241204917,45,0.9370662383569555,0.6772479554249453,0.10533864951327959,1
0,644,20,0,0.7142015311676375,522,1,42.35097421701085,99,0.89626904635602,0.935263660970621,0.00840087488693142,0
0,507,58,1,0.6290386926377491,617,0,65.65256434228294,32,0.5517722985647799,0.4995993793549385,0.46834542091261494,0
1,813,112,1,0.4197890010370408,560,1,47.927100746384895,90,0.6846777750494493,0.5232050485069834,0.17198591367675564,0
0,465,89,0,0.5838170862259022,422,1,39.32516328013359,7,0.6128183746119569,0.6116948338402557,0.15520513249417306,0
0,321,57,1,0.7965906520329515,871,0,42.82322154995796,4,0.160276819738758,0.61979538535568,0.13083879007857468,0
1,453,102,0,0.3642173396405268,430,1,43.99560999147862,60,0.24285113818907128,0.8471663621383746,0.12226808652444493,0
0,738,77,1,0.4343245973613833,79,4,44.41629382635036,71,0.9674355832927838,0.7596463371810231,0.3672766452208283,0
1,594,68,1,0.47688878967529214,773,3,58.91144653787407,59,0.3303718271845059,0.7319496555679781,0.453946814243713,0
0,518,119,1,0.7973811497608254,324,1,59.68059194482191,84,0.4460042944867595,0.7614253040968564,0.3930281829676122,0
1,794,78,0,0.8775380796407257,454,1,30.139458615998265,23,0.5580498771590565,0.8393148235140455,0.3370539829791703,0
1,529,97,2,0.5011107971532887,41,0,61.01939511801137,6,0.9812189164540074,0.9356899831654533,0.14387878140571508,0
0,319,92,1,0.4372966894671346,364,1,56.270211917251956,60,0.7209941556067988,0.6488439738863321,0.27348173764721856,0
0,447,52,0,0.9115574066813419,44,0,44.20912373647528,82,0.6666386479573287,0.8817555657540792,0.11848358631246841,0
1,407,37,0,0.9994919457541431,57,0,22.890537294358573,94,0.5719599751967734,0.6970581298516172,0.055753552103478765,0
1,702,8,1,0.7362829117294394,417,1,48.18963723490238,35,0.7306069731351015,0.833246945529723,0.060146481200263835,0
1,782,44,2,0.9919844919913448,321,1,39.69086276209542,26,0.697614301475512,0.9248942728358606,0.30188455261908304,0
1,666,98,2,0.7279730222415279,862,1,53.323234576435276,28,0.9125568030348838,0.4193288934189003,0.019239829388403795,0
0,713,108,1,0.78676821760626,279,1,54.69905096255647,86,0.5876517748281604,0.7279778532020683,0.4866272479018088,0
0,608,5,2,0.5109248012348109,534,5,64.78613442088829,19,0.4793523293714408,0.9936283758762853,0.49773323174826234,0
0,433,118,0,0.5463740375992427,127,5,29.082184541387548,69,0.8264458252574841,0.6977346487134786,0.07471234562471535,0
1,582,69,0,0.31530853119151614,844,3,77.07550862967827,75,0.8198050012181366,0.9185822095610153,0.21365120484903538,0
1,372,31,2,0.8582000118120987,366,2,58.42930990350893,75,0.25285279421087875,0.5115399114500977,0.38403800927774084,0
0,780,45,1,0.9448472247097601,68,1,55.71376268848351,2,0.3131127980708101,0.7625722541477991,0.4775334134762661,0
0,651,9,1,0.6987505069552897,67,2,73.74613218597867,38,0.9627744351697352,0.9221835779406671,0.44566058722128254,0
0,625,106,1,0.4749178467563188,329,1,49.76756447962045,98,0.4996985845441463,0.6589198789712627,0.1273775919463322,0
0,742,32,2,0.32321306029949304,208,0,60.50470766518105,82,0.5676946268780707,0.6920332353430263,0.042598466904807564,0
1,399,33,1,0.412124983764252,638,3,47.546570997514074,44,0.37914411212182886,0.4492107426694107,0.14436468037619654,1
1,358,67,2,0.40432833668147466,498,2,57.612283585135664,67,0.5329639206076181,0.42530325517036305,0.21861872154983814,0
1,807,30,1,0.6908223073308585,311,0,62.42410410700218,30,0.7690209464760903,0.68122497974979,0.17996915860636226,0
1,557,114,0,0.9560299722908836,779,0,60.88392096176103,37,0.5341105877173078,0.9060851989846803,0.3869345614498392,0
0,712,76,2,0.23861750956638517,193,1,22.32022064147639,96,0.3833062119627987,0.958794563268829,0.12889394394916198,0
1,751,29,0,0.2008178396755584,482,0,38.79273545918706,5,0.18640090395493888,0.7951918020767654,0.42931855786844597,0
1,364,3,2,0.6801455554514605,126,3,62.57703255626518,7,0.9354353684838319,0.8958391596007704,0.11281721380339205,1
1,453,90,1,0.4272483696637722,798,0,52.472043399601894,27,0.884492040521706,0.8409124975950433,0.1806760224686857,0
1,565,57,1,0.9044386738711656,338,1,44.258564396887756,14,0.81222844901475,0.8208914961402456,0.22390453386098236,0
1,378,30,1,0.4618002463246536,291,2,52.61475147826084,94,0.7246638674583086,0.8614198592720552,0.14560907127556894,0
1,614,9,0,0.43179008042311146,322,2,28.444578447685693,7,0.5639588960055251,0.7031817714465576,0.3831861185066166,0
0,547,26,0,0.41560849697463786,799,3,56.797177784411964,53,0.9076571075102053,0.6747628620981128,0.20477360570846925,0
0,713,2,2,0.31588226181459533,278,1,50.57188580926524,5,0.812531361517345,0.4954861133451161,0.443512886712927,0
0,324,62,2,0.6652243794216885,274,0,46.278749644392704,28,0.8344097576420163,0.9062891900248539,0.4817943292677152,0
0,583,3,1,0.33457088186736805,280,1,42.31632236819609,33,0.37859542569951987,0.4267683280623428,0.42990357627250975,0
1,748,46,2,0.5397049278322328,152,1,48.46587079847974,6,0.4811124460621584,0.5604664727423975,0.26131258613824576,0
0,600,68,2,0.5687776418045192,354,0,40.885902895885465,39,0.7361220377109327,0.7119496882874374,0.254904201306912,0
1,367,25,1,0.21639363750237958,710,0,40.141766386784134,73,0.43395607288697846,0.9829588675132298,0.10793632364030759,0
1,306,51,0,0.21344582385691402,530,2,71.83299741426103,12,0.5445771879479329,0.8715837653775383,0.29613883123672097,1
0,436,13,2,0.6161701510054634,716,1,21.20208534513535,61,0.6818616709346111,0.6212027347891769,0.47636286272005085,0
0,463,103,1,0.7568277857833059,810,1,21.510468054797553,85,0.49398256142585295,0.828369034307461,0.04030326382353766,0
1,382,44,2,0.9537139858243238,745,2,56.72277229070556,84,0.8137356464466009,0.9588216328090937,0.3762287071725395,0
0,719,35,2,0.34329542732556406,866,1,26.70396590510478,64,0.20465095499606345,0.7233300709222457,0.434769777161926,0
0,372,55,2,0.28260704754886606,95,2,14.947043708817603,40,0.7462508588038156,0.6771641173005696,0.4933517422478237,0
0,536,87,1,0.24167032554172074,856,1,60.21400481954861,41,0.23068905455015015,0.7317959633645965,0.16737885788346518,0
0,345,9,0,0.5488332663303602,865,0,63.90104094255264,65,0.9440556894356733,0.5869180246923896,0.1777870731174957,0
1,561,2,1,0.6985178938687655,88,0,25.379463339587925,92,0.38263391262546287,0.9444092864105144,0.11488762082857457,0
1,475,61,1,0.8724426854010114,760,0,18.070076654231613,10,0.815889124935524,0.8783690874768861,0.3945318129906231,0
1,465,118,0,0.746115905834505,527,1,26.71835650216227,49,0.5692752802978085,0.8232904674119662,0.07001980022400656,0
1,669,41,1,0.3666886312598859,402,2,34.501358823489,70,0.18197835992908673,0.7534552483375856,0.1338834806491206,0
1,353,44,1,0.5694162931170232,295,1,73.70869269560482,34,0.6243281689519896,0.981684867071313,0.14763117888523702,0
0,718,64,2,0.9282770770469242,682,2,38.55379370568231,93,0.9209599631943128,0.5786234376846523,0.1874653093617934,0
1,806,31,0,0.461392849981897,265,0,57.47786555420392,79,0.24151096399411354,0.5698810989441098,0.21083245180596488,0
1,640,108,1,0.5989842920735452,247,4,55.82650883791733,78,0.38917625442474857,0.5452829997179094,0.2795124823899228,0
1,426,47,0,0.9668522677149574,556,1,64.83631773155761,19,0.4952428038619662,0.8450655931869595,0.4741866607489053,0
1,708,2,0,0.7877664044589581,843,0,35.61028871204668,27,0.34754775700658835,0.8783713839245801,0.12363987380539992,0
0,666,96,0,0.7981923085133535,470,3,44.847088082266396,36,0.949401527262725,0.7582685057000151,0.38961029446282786,0
0,570,82,1,0.40186720353058214,679,0,41.71201168838187,2,0.43975023832761906,0.7911902262028704,0.33819514443419546,0
0,678,77,0,0.5317584946441025,435,2,53.06993473603251,92,0.6922558526371108,0.6093764587638357,0.058025114873791694,0
0,372,110,1,0.2658737304773774,773,1,63.23825923887131,58,0.3015250879330593,0.4238545254837294,0.4051883756802264,0
1,547,69,0,0.685220693640427,630,3,77.6762431205681,72,0.2977353437334834,0.5521815061847518,0.04530588981493244,0
1,342,58,2,0.2829841316339954,618,2,39.14057035849989,26,0.2582644020435452,0.7505819362782555,0.36946311482270955,0
0,676,106,2,0.8687276657647638,677,1,47.12071014451987,31,0.491331037174051,0.8877596094306333,0.35789337261887705,0
1,340,44,2,0.8516430296159976,498,1,58.00076992814328,47,0.5795723820610486,0.8663169870597983,0.34470093081853387,0
0,469,74,2,0.6268840808978476,139,1,54.176527604228646,45,0.1096733491764236,0.5076924185159087,0.13834617174477515,0
0,511,56,2,0.3129328265576238,382,1,70.72632292998786,94,0.849631084851803,0.430867726045737,0.28668349474506366,0
0,792,43,2,0.22046318655613453,842,1,43.38208456610465,46,0.561478503277989,0.9103360239976248,0.38078889540002514,0
0,338,89,1,0.8373669340340579,120,3,39.03843136679514,89,0.24148893107478883,0.44535353962159097,0.3187959724642584,0
1,668,34,0,0.6801123865707415,443,2,65.64444116719199,39,0.1605639812526899,0.6359867576734399,0.4021528602723502,0
0,450,101,0,0.7687437093983067,731,1,49.54575635430224,2,0.15687936741639524,0.45653539407094945,0.3439411824629699,0
1,410,30,0,0.4430457005890941,102,1,53.103608161263104,74,0.3318791381726761,0.7384292262691641,0.13722494404611574,0
1,779,71,1,0.6075861902751316,714,1,43.90975870193573,28,0.549362933173881,0.6180018587125098,0.07652827241156901,0
0,735,70,1,0.7977393364317205,576,3,58.90646218336705,90,0.8742155824026986,0.5214961706809076,0.31598949317407293,0
1,346,118,2,0.5700506466510397,751,0,32.02384616048823,57,0.9126688842018131,0.7571006009308248,0.3798791904353607,0
1,665,55,2,0.6811073782149848,327,1,38.125891269028415,49,0.8490951279814635,0.6180350739278138,0.07116147618281665,0
0,368,67,1,0.8317826094463698,674,3,5.276442429800873,9,0.3957071213086514,0.500072951032481,0.08741022893121081,0
1,598,13,1,0.3721765162131031,312,1,35.58642479365412,60,0.3759019765354894,0.8200518475385579,0.0060346736292031244,0
0,595,3,2,0.2527431114859859,534,1,58.973694345049296,98,0.9887125106394978,0.9020849859294259,0.2658745905179234,0
0,502,26,0,0.6254588086486441,227,1,45.69624504352186,60,0.713152566988713,0.564245542652497,0.27114552387359125,0
0,360,57,1,0.2497006165760766,61,1,31.141224133450983,22,0.37445674713178756,0.5118550274811042,0.2500378958993339,0
1,613,24,0,0.8132458354934027,677,2,66.44197063614831,5,0.39617213709232313,0.4451511171912881,0.1580050094058577,0
1,460,53,1,0.775369158107031,789,1,47.07765874526603,74,0.4911799953796273,0.7167412750421239,0.2139056172460594,0
0,630,70,0,0.9053701371722376,370,1,70.40625936322132,59,0.6596260280423537,0.8987762198480016,0.3831183852178179,0
0,827,43,2,0.7116496784271684,687,1,57.85031683977919,26,0.9081812439745109,0.5504739370001926,0.09089844063105101,0
1,637,60,1,0.25375805660189904,363,0,47.82303132634226,54,0.2784764077267683,0.6763826629782563,0.10077394332747225,0
0,603,58,0,0.40252170039169394,172,2,72.52507432891782,30,0.17596305791601635,0.4964820720686679,0.33348913238829503,0
0,802,49,0,0.8463454756501754,775,2,39.38007656239122,29,0.46517691155880936,0.6425204943961766,0.4334504367929864,0
1,637,42,1,0.3337059338508702,439,2,28.57664421484362,66,0.320909934349519,0.40926706453328515,0.1701967341181515,0
1,849,76,2,0.75878437425191,73,2,68.99026306221009,12,0.618429406095193,0.9464374407120717,0.46637216257330405,0
0,574,113,1,0.8242074647363824,61,3,54.06795459269895,58,0.7292933534326793,0.8059431370003411,0.02883803680882624,0
1,463,100,1,0.4640894382841929,772,2,65.90703526714904,53,0.37966235834568696,0.5996882305808631,0.05925966016072304,0
1,742,66,1,0.4578379787223268,57,2,58.22046647628642,20,0.7169061599757898,0.9287189560336139,0.2299798097465729,0
0,618,11,1,0.6462421449673175,452,1,69.65214406465385,42,0.40883252937202597,0.5097577776598265,0.36174261381426975,0
1,803,103,1,0.889029066203811,520,3,37.32718247436291,10,0.6714713256996359,0.4472402391134046,0.18541848236780462,0
0,686,98,1,0.37912496153078445,189,1,42.17048004221736,66,0.6697547260726598,0.9655729486875355,0.27737364508380075,0
1,793,90,1,0.9530065568339221,874,3,42.012447149094115,37,0.3503437330794794,0.5854101770415363,0.014285342821300617,0
1,789,18,1,0.6792949478560866,236,1,42.21473255807032,94,0.6721504765391831,0.9615840364650722,0.23091715583559824,0
1,372,85,1,0.9937011770818209,47,1,21.49430140790991,23,0.4428595861512903,0.782567751563684,0.12128776723757079,0
0,808,100,2,0.2716909791962581,132,1,47.45155983321214,50,0.4028094499245988,0.9880257596892829,0.25818442026792743,0
1,689,104,2,0.3012497092054073,611,1,56.86613165808826,75,0.3603589723598434,0.8520575273274522,0.2629166026557185,0
0,594,52,1,0.8613134429707863,660,2,34.79222891574878,60,0.4110807341208601,0.46329032015697885,0.37657946403852766,0
0,668,46,1,0.8918047164830794,680,0,31.29496953830643,45,0.8080704028550332,0.9113372001852894,0.2699208139334511,0
0,848,44,0,0.5563669506967472,701,0,42.96078062913489,42,0.32066093275526547,0.488727113516781,0.3071345863889607,0
1,486,22,2,0.7712569409138681,261,3,56.76817308861846,26,0.7137886646316788,0.8153185634645884,0.26482329086502177,0
1,744,53,1,0.8940458299564309,689,4,28.864643626163787,84,0.9105585264828101,0.7002444696540185,0.4951887171929148,0
0,662,59,0,0.23450223057506295,894,1,80.02916679865132,88,0.4153860469311059,0.8246350048866904,0.3958096809616121,0
1,422,94,1,0.659160338394607,453,0,25.512810873664588,29,0.12656085804541037,0.858993719600919,0.37782251400113637,0
0,487,114,2,0.8827845332211917,784,3,36.439388209142734,93,0.1221454262124911,0.8821991268479896,0.3136297304968819,0
1,719,107,0,0.5185239556678201,576,0,62.01120444103481,62,0.2255525995152739,0.900988079617429,0.26418534966541873,0
0,551,30,1,0.4419068848899415,866,0,59.51297778905939,9,0.19904035878879903,0.9083347129297863,0.1723785698031845,0
1,848,8,1,0.8365653480758701,896,1,58.1998127294989,2,0.7732767248842899,0.6475446559134519,0.3919839630441055,0
0,634,98,0,0.46862926680226896,268,1,34.718466608407184,76,0.3653656452166354,0.9335368433153245,0.09480458319359736,0
1,391,57,0,0.2025394385476026,363,3,37.56509379121832,59,0.6872587962406158,0.831748152127352,0.01827444996970956,1
0,829,111,2,0.9676580701032527,178,0,32.153706405579456,26,0.13820989215282733,0.9033825588509937,0.3490860222640506,0
0,362,73,2,0.6736985890808148,652,2,40.197104705480285,81,0.3661662484703283,0.99351481171876,0.07242584838936678,0
0,811,115,0,0.8556143349680569,437,1,50.74119472422332,44,0.3107316112095524,0.4698488452795305,0.4519130413804655,0
1,438,20,2,0.8602412498741716,46,2,32.08090694410654,61,0.34919245931712656,0.6223478186112449,0.3853406934847572,0
1,484,104,1,0.25312833629818626,255,0,18.777182291390066,23,0.2716459922204195,0.8839282124237591,0.30112218891365,0
0,504,25,1,0.33668815950917186,681,1,62.538294065214444,45,0.6561244189920878,0.4517820828377548,0.15696232683730438,0
1,513,19,1,0.44889654460771794,685,2,42.2975070923791,77,0.6964055826910002,0.724468639283476,0.31897117954492016,0
1,555,5,2,0.45655942803305827,289,1,56.221304208648164,43,0.23361894143493428,0.9150387753568784,0.23842834494250287,0
1,434,75,1,0.7270288941447303,758,0,40.36284773776587,62,0.767031386153282,0.4113947579248995,0.14557423390983215,0
1,387,79,0,0.6985063366021478,703,3,53.141937758251686,3,0.32504092863276607,0.9637113391354435,0.4725394885483953,0
0,506,72,2,0.595671822407851,633,0,79.89283588295424,15,0.35463025224960887,0.9868868943427617,0.0809447076832463,0
0,428,83,1,0.36901098584701436,203,0,27.85070299898473,50,0.8459275049592603,0.5933685578249428,0.3766918747104385,0
1,302,87,0,0.5055867757522428,872,2,33.33115453750597,73,0.9110493237440729,0.8600747148340306,0.4000192839459171,0
1,420,27,1,0.6348751747721356,234,0,31.488923450719344,90,0.8422806821215809,0.4763056615986709,0.4758973040891644,0
1,684,40,1,0.5743882928831536,444,0,76.56268912675152,47,0.23298653831583624,0.863718562316305,0.2747082149010794,0
0,337,96,2,0.3018340264760627,537,1,44.728861299664125,64,0.9993408715868678,0.6889130085004032,0.2674375805071828,0
0,640,26,1,0.719608394801539,182,5,58.31216340914639,68,0.7049398733041314,0.9161638471169273,0.4601446045061696,0
1,320,27,0,0.25844142144852844,132,1,5.342618430547574,76,0.5596017593866336,0.5275638563657206,0.40054662967059457,1
1,541,62,1,0.5025557464648642,743,0,50.616882107986804,44,0.9593572669780921,0.8035947719453437,0.381818239772702,0
1,754,83,1,0.7680234781401833,821,0,39.587847762325474,2,0.8356423558839341,0.8716715046495104,0.3945685271056561,0
1,602,50,0,0.2160188276157652,94,1,65.82914680339404,16,0.7225687356658631,0.5214953591513967,0.24659054573214345,0
1,368,42,1,0.655986255236253,146,0,54.8814128673616,82,0.8545575236339199,0.8909723665418929,0.020709308915523417,0
0,428,29,2,0.46761677931463785,694,2,38.70432995229897,36,0.44691992495013355,0.9747913005651215,0.09913244182973957,0
0,495,39,0,0.2070654747381876,185,1,68.69728867249333,4,0.7159946008961922,0.7696471599523786,0.32149604383214336,0
1,439,60,1,0.3523066168487775,705,0,70.07442686869655,46,0.2715220168567912,0.8709102500743302,0.1980829592146358,0
1,743,41,1,0.9527569546165235,111,1,67.58533274013121,43,0.9892005717403919,0.7195503156157874,0.30338512419850155,0
0,582,33,0,0.6169191244040724,547,4,56.4373940032171,87,0.6300835300840631,0.7588620165973785,0.27583895137062964,0
0,611,83,1,0.9977817637033055,863,0,40.840750160435796,32,0.8328135226917767,0.40801146071540756,0.21933015277844253,0
1,834,101,1,0.619853400291793,96,1,48.481142947539375,20,0.4666058924779306,0.7145723601016163,0.11736401074047309,0
0,576,83,2,0.6351491298322146,267,0,38.74927115657779,66,0.7827299373476626,0.7453382498944241,0.35947994538931755,0
0,360,97,0,0.5134744103462819,613,0,48.31957340964834,67,0.4486464095224245,0.8020285274592319,0.4545225648756979,0
1,618,111,1,0.44803233498513145,636,1,36.08055437619912,31,0.6310045782645246,0.5016343652996132,0.3849818594753948,0
1,351,16,0,0.4012364425063559,845,0,42.45480257297618,23,0.8003213341176809,0.5448245574310555,0.06001911806107463,0
1,452,23,2,0.4747364929045391,355,2,77.15323142057949,34,0.20482652196661472,0.8536027790153576,0.26897486924989067,0
0,610,7,1,0.5678808647203457,619,1,49.66410668649968,17,0.42110726623268346,0.5005832920164194,0.41768309118279096,0
1,843,26,1,0.35359356018463206,96,0,38.55190898681861,66,0.5904432540784872,0.6496156434314543,0.2954908910518496,0
0,688,96,0,0.37990007344455673,205,0,28.496224157985534,53,0.4005979354793523,0.5502941313933374,0.21978458045676885,0
0,847,12,1,0.4172358149347513,862,2,43.50289933269104,25,0.3782505112800929,0.727110462173052,0.14227317490246044,0
1,476,72,0,0.5594079135446713,713,2,56.18038462185402,59,0.353497680624441,0.9921225286929662,0.16519537529321504,0
1,661,5,2,0.7222506934513946,507,1,47.05057984135893,87,0.3050126396284254,0.911222738606976,0.12107841504900518,0
1,613,106,1,0.8849169202290299,284,0,44.19056009902899,64,0.8640141063000676,0.5616846039769541,0.0978632256521707,0
1,396,92,1,0.4297054697497147,92,3,51.383490688238744,50,0.9313202164605332,0.6211670863470655,0.2944325743094148,0
1,512,117,1,0.34698267227314994,843,2,50.914343189417224,97,0.7301525033406953,0.9511801494987037,0.2546924018067909,0
0,436,69,1,0.503077971880444,432,2,55.579252349649835,59,0.12699956148856906,0.9389769834128431,0.3674165421039414,0
0,305,49,1,0.9155064610974846,787,3,55.9788936807853,58,0.8076098756161018,0.496316823069192,0.15396476867910458,0
0,408,26,1,0.20788858266971158,221,2,43.671446140217355,75,0.5787458570038287,0.89756267905272,0.23041204028789858,0
0,846,5,1,0.7422948928461963,358,2,42.92108626195373,16,0.7822990790952457,0.5785647428724711,0.34018510952513425,0
1,338,22,1,0.5817280371292652,100,3,45.012309425145475,84,0.49360453629654677,0.7262818955909618,0.4816168925330885,0
0,724,79,1,0.32883697196854406,770,1,53.40405715677878,20,0.13715372339966786,0.4030590335741189,0.1744352008202465,0
1,560,13,0,0.45681722101957334,92,2,61.81733134777714,66,0.7135704872891182,0.9991541145376931,0.1491044348066876,0
1,725,28,2,0.3799600351016271,326,0,39.94689820940124,27,0.49971564327585394,0.8566578817890691,0.2246441854621815,0
1,386,33,1,0.9022657343120979,274,1,42.544080707734935,88,0.8866391459907219,0.5450398359392348,0.3619369817317768,0
